Project ID,ARB ID,Cooperative/ Aggregate ID,Project Developer,Project Owner,Project Name,Offset Project Operator,Authorized Project Designee,Verification Body,Project Type,Status,ARB Project Status,Project Site Location,Project Site State,Project Site Country,Additional Certification(s),SDG Impact,Project Notes,Total Number of Offset Credits Registered ,Project Listed Date,Project Registered Date,Documents,Data,Project Website
CAR1162,CAFR5162,,Northeast Wilderness Trust,Northeast Wilderness Trust,SIG Carbon - Northeast Wilderness Trust - Alder Stream Preserve,Northeast Wilderness Trust,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Piscataquis County,MAINE,US,,,Reported under CAR655 prior to transition to the ARB Compliance Offset Protocol,2616,02/26/2015,03/08/2019,View,View,www.sigcarbon.com
CAR1161,CAFR5161,,Northeast Wilderness Trust,Northeast Wilderness Trust,SIG Carbon– Northeast Wilderness Trust – Howland Research Forest,Northeast Wilderness Trust,None,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Penobscot County,MAINE,US,,,,7762,02/26/2015,03/08/2019,View,View,www.sigcarbon.com
CAR462,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",Sioux Falls Regional Sanitary Landfill,,,"Agri-Waste Technology, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Minnehaha County,SOUTH DAKOTA,US,,,,771672,06/12/2009,12/18/2009,View,View,www.terrapass.com
CAR1579,CAFR6579,,Sierra Pacific Industries,Sierra Pacific Industries,Sonora,Sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Listed,Proposed Project,Tuolumne County and Calaveras County,CALIFORNIA,US,,,,,06/23/2022,,View,View,
CAR400,NA,,"Element Markets Emissions, LLC","Element Markets Emissions, LLC",South Jordan Landfill Gas Destruction Project,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,South Jordan,UTAH,US,,,,1580583,06/25/2009,05/26/2010,View,View,
CAR443,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",South Kent Landfill Gas to Energy Project,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Byron Center, Kent County, Mi",MICHIGAN,US,,,,1051182,05/01/2009,09/28/2011,View,View,
CAR1118,CAFR5118,,Sierra Pacific Industries,Sierra Pacific Industries,South Trinity Divide,Sierra Pacific Industries,None,SCS Global Services,Improved Forest Management - ARB Compliance,Completed,Inactive,In Trinity and Shasta Counties west of Redding,CALIFORNIA,US,,,,,01/21/2015,,View,View,
CAR806,NA,,"Solar & Renewables Management, LLC","Solar & Renewables Management, LLC",Southern Generation,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Maricopa County,ARIZONA,US,,,Transitioned to the ARB Compliance Offset Protocol as CAR1078,11606,02/10/2011,05/05/2012,View,View,n/a
CAR481,NA,,"East Texas Renewables, LLC","East Texas Renewables, LLC",Southtex Greenwood Farms,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Tyler, TX; Smith County",TEXAS,US,,,,481296,09/08/2009,03/05/2010,View,View,
CAR1163,CAFR5163,,Sierra Pacific Industries,Sierra Pacific Industries,SPI Wildfire Reforestation Project #1,Sierra Pacific Industries,none,SCS Global Services,Reforestation - ARB Compliance,Completed,Inactive,"Lassen, Plumas and Shasta Counties",CALIFORNIA,US,,,,,03/02/2015,,View,View,
CAR1164,CAFR5164,,Sierra Pacific Industries,Sierra Pacific Industries,SPI Wildfire Reforestation Project #2,Sierra Pacific Industries,none,,Reforestation - ARB Compliance,Registered,Active Registry Project,"Butte, Calaveras, Lassen, Placer, Plumas, Shasta, Trinity and Toulumne Counties",CALIFORNIA,US,,,,,03/02/2015,04/01/2019,View,View,
CAR1040,NA,,Sierra Pacific Industries,Sierra Pacific Industries,SPI Wildfire Reforestation Project #2,Sierra Pacific Industries,,,Reforestation,Completed,Not ARB Eligible,"Butte, Calaveras, Lassen, Placer, Plumas, Shasta, Trinity and Toulumne Counties",CALIFORNIA,US,,,,,12/27/2013,03/27/2019,View,View,
CAR1042,NA,,Sierra Pacific Industries,Sierra Pacific Industries,SPI Wildfire Reforestation Project #3,Sierra Pacific Industries,,,Reforestation,Completed,Not ARB Eligible,"Calaveras, El Dorado, Lassen, Shasta, and Toulumne Counties",CALIFORNIA,US,,,,,12/27/2013,03/27/2019,View,View,
CAR1165,CAFR5165,,Sierra Pacific Industries,Sierra Pacific Industries,SPI Wildfire Reforestation Project #3,Sierra Pacific Industries,none,,Reforestation - ARB Compliance,Registered,Active Registry Project,"Claveras, El Dorado, Lassen, Shasta, and Toulumne Counties",CALIFORNIA,US,,,,,03/02/2015,03/27/2019,View,View,
CAR1166,CAFR5166,,Sierra Pacific Industries,Sierra Pacific Industries,SPI Wildfire Reforestation Project #4,Sierra Pacific Industries,none,SCS Global Services,Reforestation - ARB Compliance,Completed,Inactive,"Butte, Calaveras, and Shasta counties",CALIFORNIA,US,,,,,03/02/2015,,View,View,
CAR1167,CAFR5167,,Sierra Pacific Industries,Sierra Pacific Industries,SPI Wildfire Reforestation Project #5,Sierra Pacific Industries,none,,Reforestation - ARB Compliance,Registered,Active Registry Project,"Amador, Butte, El Dorado, and Tuolumne Counties",CALIFORNIA,US,,,,,03/02/2015,04/01/2019,View,View,
CAR1044,NA,,Sierra Pacific Industries,Sierra Pacific Industries,SPI Wildfire Reforestation Project #5,Sierra Pacific Industries,,,Reforestation,Completed,Not ARB Eligible,"Amador, Butte, El Dorado, and Tuolumne Counties",CALIFORNIA,US,,,,,12/27/2013,03/27/2019,View,View,
CAR1168,CAFR5168,,Sierra Pacific Industries,Sierra Pacific Industries,SPI Wildfire Reforestation Project #6,Sierra Pacific Indiustries,none,SCS Global Services,Reforestation - ARB Compliance,Completed,Inactive,Shasta County,CALIFORNIA,US,,,,,03/02/2015,,View,View,
CAR1184,CALS5284,,ClimeCo LLC,ClimeCo LLC,Spruce Haven Farm COP,ClimeCo Corporation,None,"Agri-Waste Technology, Inc.",Livestock - ARB Compliance,Registered,Active ARB Project,"Cayuga County, New York, USA",NEW YORK,US,,,,49414,11/20/2015,03/08/2017,View,View,
CAR432,NA,,Trinity Carbon Management LLC,Trinity Carbon Management LLC,St. Landry Parish Sanitary Landfill,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Washington,LOUISIANA,US,,,,214735,01/22/2009,12/30/2010,View,View,
CAR452,NA,,Steuben County,Steuben County,Steuben County Landfill Gas Flaring project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Bath,NEW YORK,US,,,,407257,07/09/2009,02/25/2010,View,View,www.steubencony.org
CAR514,NA,,Republic Services,Republic Services,Stillwater Sanitary Landfill,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Stillwater,OKLAHOMA,US,,,,102751,11/10/2009,09/30/2010,View,View,
CAR1734,NA,,Border Crossing Corp.,Border Crossing Corp.,Stonehorse One IFM Project,Border Crossing Corp.,None,,Improved Forest Management,Listed,Not ARB Eligible,"Burnsville, Braxton County",WEST VIRGINIA,US,,,,,03/13/2023,,View,View,www.bordercrossingcarbon.com
CAR588,NA,,Sustainable Energy Solutions LLC,Sustainable Energy Solutions LLC,Stones Throw Landfill,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Near Tallassee in Elmore County,ALABAMA,US,,,,514157,02/11/2010,03/09/2011,View,View,
CAR1014,NA,,"Camco International Group, Inc.","Camco International Group, Inc.","Storms Hog Power, LLC","Camco International Group, Inc.",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Bladenboro,NORTH CAROLINA,US,,,,17339,10/15/2013,02/24/2015,View,View,
CAR1145,CALS5175,,"Camco Offsets I, LLC","Camco Offsets I, LLC","Storms Hog Power, LLC","Storms Hog Power Partners, LLC","Camco Offsets I, LLC",,Livestock - ARB Compliance,Registered,Active ARB Project,"580 Storms Farm Lane, Bladenboro, NC 28320",NORTH CAROLINA,US,,,,83110,02/27/2015,04/21/2016,View,View,
CAR1078,CALS5077,,"Solar & Renewables Management, LLC","Solar & Renewables Management, LLC",Stotz Southern Generation,"Solar & Renewables Management, LLC",None,,Livestock - ARB Compliance,Completed,,"Buckeye, Arizona",ARIZONA,US,,,Reported under CAR804 prior to transition to the ARB Compliance Offset Protocol,117648,07/14/2014,05/11/2015,View,View,
CAR844,NA,,City of Walla Walla,City of Walla Walla,Sudbury Road Landfill Gas Destruction Project,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,Walla Walla,WASHINGTON,US,,,,107957,07/25/2011,01/21/2014,View,View,
CAR843,NA,,"Sunny Farms Landfill, LLC","Sunny Farms Landfill, LLC","Sunny Farms Landfill, LLC",,,"Ruby Canyon Environmental, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Seneca County; Fostoria; near Toledo,OHIO,US,,,,92249,08/04/2011,01/31/2014,View,View,
CAR490,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",Sunny Knoll Farms,"TerraPass, Inc.",None,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Wyoming County,NEW YORK,US,,,,19402,09/03/2009,01/03/2013,View,View,www.rcminternationalllc.com
CAR1033,CALS5042,,"3Degrees Group, Inc","3Degrees Group, Inc",Sunny Knoll Farms Anaerobic Digester,Sunny Knoll Farms,"3Degrees Group, Inc",,Livestock - ARB Compliance,Registered,Active ARB Project,"Near Rochester, NY",NEW YORK,US,,,Reported under CAR490 prior to transition to the ARB Compliance Offset Protocol,31087,02/10/2014,07/31/2014,View,View,
CAR1138,CALS5145,,ClimeCo LLC,ClimeCo LLC,Sunnyside Farms COP,ClimeCo Corporation,None,"Agri-Waste Technology, Inc.",Livestock - ARB Compliance,Registered,Active ARB Project,"2231 Indian Field Rd, Scipio Center, NY 13147; Cayuga County",NEW YORK,US,,,,206607,02/12/2015,12/22/2017,View,View,
CAR606,NA,,Environmental Credit Corp.,Environmental Credit Corp.,Sunnyside Farms Inc,,,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Cayuga County,NEW YORK,US,,,,34436,04/02/2010,07/08/2015,View,View,
CAR911,NA,,"Barnabas Investment Group, LLC","Barnabas Investment Group, LLC",Surry County Landfill,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Surry County, North Carolina near Mount Airy",NORTH CAROLINA,US,,,,188975,10/04/2012,04/03/2014,View,View,
CAR1067,CAFR5063,,"Sustainable Mountain Center, LLC","Sustainable Mountain Center, LLC",Sustainable Mountain IFM,"Sustainable Mountain Center, LLC",None,,Improved Forest Management - ARB Compliance,Completed,,"Humboldt County, CA (near Willow Creek)",CALIFORNIA,US,,,Reported under CAR1004 prior to transition to the ARB Compliance Offset Protocol,4343,05/07/2014,10/31/2014,View,View,
CAR1406,CAFR6406,,Sierra Pacific Industries,Sierra Pacific Industries,Swamp,Sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Completed,Proposed Project,Calaveras County,CALIFORNIA,US,,,Combined into CAR1409 moving forward,,08/17/2020,,View,View,
CAR1283,CALS5325,,"Camco Offsets I, LLC","Camco Offsets I, LLC",Swiss Valley Farms,"Swiss Valley Farms, LLC","Camco Offsets I, LLC",,Livestock - ARB Compliance,Completed,Terminated,"Warsaw, NY",NEW YORK,US,,,,13364,10/05/2017,04/02/2019,View,View,
CAR957,NA,,"Camco International Group, Inc.","Camco International Group, Inc.","Synergy Biogas, LLC","Camco International Group, Inc.",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,"Wyoming, NY",NEW YORK,US,,,,14925,03/29/2012,09/04/2014,View,View,
CAR1055,CALS5044,,ClimeCo LLC,ClimeCo LLC,T&M Bos Dairy,ClimeCo Corporation,None,,Livestock - ARB Compliance,Registered,Active ARB Project,"Fair Oaks, Indiana",INDIANA,US,,,,66331,02/19/2014,01/14/2015,View,View,
CAR1056,CALS5045,,ClimeCo LLC,ClimeCo LLC,T&M Herrema Dairy,ClimeCo Corporation,None,,Livestock - ARB Compliance,Registered,Active ARB Project,"Fair Oaks, Indiana",INDIANA,US,,,,64763,02/19/2014,01/21/2015,View,View,
CAR1057,CALS5046,,ClimeCo LLC,ClimeCo LLC,T&M Hidden View Dairy,ClimeCo Corporation,None,,Livestock - ARB Compliance,Registered,Active ARB Project,"Rensselaer, Indiana",INDIANA,US,,,,87149,02/19/2014,01/07/2015,View,View,
CAR1058,CALS5047,,ClimeCo LLC,ClimeCo LLC,T&M Windy Ridge Dairy,ClimeCo Corporation,None,,Livestock - ARB Compliance,Completed,Terminated,"Fair Oaks, Indiana",INDIANA,US,,,,129777,02/19/2014,01/09/2015,View,View,
CAR1119,CAFR5119,,Sierra Pacific Industries,Sierra Pacific Industries,Tahoe Westcentral,Sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Completed,Inactive,In Nevada and Sierra Counties north east of Marysville,CALIFORNIA,US,,,,,01/21/2015,,View,View,
CAR817,NA,,Tangipahoa Parish Government,Tangipahoa Parish Government,Tangipahoa GHG Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Independence, Tangipahoa Parish",LOUISIANA,US,,,,217793,03/31/2011,09/16/2013,View,View,http://www.tangipahoa.org/
CAR1336,CAFR6336,,Peak Carbon Offset LLC,Peak Carbon Offset LLC,TCT Birmingham IFM Project,Twin Creeks Timber LLC,Peak Carbon LLC,,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,"Bibb,Jefferson,Shelby,Tuscaloosa, Walker Counties",ALABAMA,US,,,,852600,05/02/2019,12/11/2019,View,View,
CAR1359,NA,CARC1519,"ASOCIACIÓN DE SILVICULTORES DE LA REGIÓN FORESTAL PACHUCA Y TULANCINGO, A.C.",Ejido Tecocomulco,Tecocomulco - ASRTulancingo,,,,Forestry - MX,Registered,Not ARB Eligible,Cuautepec;Tecocomulco de Juarez,HIDALGO,MX,,,,1528,06/25/2019,02/25/2021,View,View,
CAR766,NA,,"Terra Nitrogen, Limited Partnership","Terra Nitrogen, Limited Partnership",Terra Verdigris #2,,,,Nitric Acid N2O- Secondary Catalyst,Registered,Not ARB Eligible,"Claremore, OK: near Tulsa",OKLAHOMA,US,,,,3090965,07/27/2010,12/16/2010,View,View,
CAR768,NA,,"CF Industries Nitrogen, LLC","CF Industries Nitrogen, LLC","Terra Yazoo City  # 9, Nitrous Oxide Abatement Project",,,"Ruby Canyon Environmental, Inc.",Nitric Acid N2O- Secondary Catalyst,Registered,Not ARB Eligible,"Yazoo City, MS",MISSISSIPPI,US,,,,2303055,07/26/2010,01/29/2011,View,View,
CAR593,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",The B6 Dairy Farm BioFactory(R) Project,,,,Livestock Gas Capture/Combustion,Registered,Not ARB Eligible,"Gooding, Idaho",IDAHO,US,,,,299360,02/24/2012,06/20/2014,View,View,
CAR505,NA,,CA Department of Parks and Recreation,CA Department of Parks and Recreation,The Cuyamaca Rancho State Park (CRSP) Reforestation Project,,,,Reforestation,Registered,Not ARB Eligible,San Diego County,CALIFORNIA,US,,,,,10/30/2009,10/11/2012,View,View,
CAR434,NA,,"Denton Power, LLC","Denton Power, LLC",The Denton Landfill Gas Destruction Project,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Denton Municipal Landfill,TEXAS,US,,,,296679,02/23/2009,07/01/2009,View,View,www.dtebe.com
CAR402,NA,,"Camco International Group, Inc.","Camco International Group, Inc.",The Dry Creek Dairy BioFactory® Project,"Camco International Group, Inc.",,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Hansen,IDAHO,US,,,,151565,10/02/2008,07/13/2010,View,View,
CAR485,NA,,Greenbrier Clean Energy LLC,Greenbrier Clean Energy LLC,The Greenbrier Landfill Project,,,"First Environment, Inc.",Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,"Lewisburg, West Virginia",WEST VIRGINIA,US,,,Project moved to completed per PD request,39909,08/27/2009,04/13/2010,View,View,
CAR1393,CAFR6393,,The Nature Conservancy,The Nature Conservancy,The Nature Conservancy Warm Springs IFM Carbon Project,The Nature Conservancy,None,,Improved Forest Management - ARB Compliance,Completed,Inactive,"Bath County, Virginia, near Warm Springs",VIRGINIA,US,,,,,02/12/2020,,View,View,nature.org
CAR101,NA,,Fred M Van Eck Forest Foundation for Purdue University,Fred M Van Eck Forest Foundation for Purdue University,The van Eck Forest,,,,Conservation-Based Forest Management,Transitioned,Not ARB Eligible,Humboldt County,CALIFORNIA,US,,,,520234,09/05/2007,12/23/2008,View,View,
CAR1009,NA,,"TMF Biofuels, LLC","TMF Biofuels, LLC",Threemile Canyon Farm Digester Project,TMF Biofuels LLC,None,,Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Morrow County: Near Boardman,OREGON,US,,,,107781,08/29/2013,12/31/2015,View,View,
CAR1386,CAFR6386,,Sierra Pacific Industries,Sierra Pacific Industries,Tiger 2019,Sierra Pacific Industries,None,,Improved Forest Management - ARB Compliance,Completed,,Redding,CALIFORNIA,US,,,Combined into CAR1409 moving forward,,10/29/2019,,View,View,
CAR1169,CALS5169,,"TMF Biofuels, LLC","TMF Biofuels, LLC",TMF Biofuels Dairy Digester,WOF PNW Threemile Project LLC,None,,Livestock - ARB Compliance,Completed,Terminated,"Boardman, Oregon",OREGON,US,,,,238326,03/03/2015,02/21/2017,View,View,
CAR580,NA,,Sacramento Municipal Utility District (SMUD),Sacramento Municipal Utility District (SMUD),Tollenaar Holsteins Dairy Manure Anaerobic Digester,,,"LRQA  Americas Sustainability, Inc. (Formerly RMA)",Livestock Gas Capture/Combustion,Completed,Not ARB Eligible,Sacramento County,CALIFORNIA,US,,,,3691,02/25/2010,02/15/2013,View,View,
CAR448,NA,,"3Degrees Group, Inc","3Degrees Group, Inc",Tri-Community Recycling and Sanitary Landfill,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,"Fort Fairfield, ME",MAINE,US,,,,4091,05/18/2009,10/06/2011,View,View,
CAR1046,CAFR5076,,"Forest Carbon Partners, L.P.","Forest Carbon Partners, L.P.",Trinity Timberlands University Hill Improved Forest Management Project,Trinity Timberlands LLC,"Forest Carbon Partners, L.P.",,Improved Forest Management - ARB Compliance,Completed,Terminated,Trinity County,CALIFORNIA,US,,,Project terminated due to an unintentional reversal,847895,07/09/2014,04/30/2015,View,View,www.forestcarbonpartners.com
CAR491,NA,,Three Rivers Solid Waste Management Authority,Three Rivers Solid Waste Management Authority,TRR Landfill,,,,Landfill Gas Capture/Combustion,Registered,Not ARB Eligible,pontotoc county near the city of pontotoc,MISSISSIPPI,US,,,,278960,01/15/2010,01/03/2011,View,View,
CAR1673,NA,,Truterra LLC,Truterra LLC,Truterra Carbon Program,,,,Soil Enrichment,Listed,Not ARB Eligible,"IN, IA, KS, MI, MN, MO, NE, ND, OH, SD, TN, WI",MINNESOTA,US,,,,,11/29/2022,,View,View,
CAR1216,CAFR5316,,The Conservation Fund,The Conservation Fund,Twin Lakes Forest Project,The Conservation Fund,None,,Improved Forest Management - ARB Compliance,Completed,Inactive,"Iron County, Wisconsin",WISCONSIN,US,,,Project is not moving forward,,10/30/2015,,View,View,
CAR1517,NA,,"Maas Energy Works, Inc.","Maas Energy Works, Inc.",Two Fiets Digester,Two Fiets,"Maas Energy Works, Inc.",,Livestock Gas Capture/Combustion,Registered,Not ARB Eligible,Tipton,CALIFORNIA,US,,,,15158,11/03/2021,11/09/2022,View,View,
CAR1337,CALS6337,,"Maas Energy Works, Inc.","Maas Energy Works, Inc.",Two Fiets Digester,Two Fiets,Maas Energy Works,,Livestock - ARB Compliance,Registered,Active ARB Project,Tipton CA,CALIFORNIA,US,,,,26296,03/24/2020,08/20/2020,View,View,
CAR620,NA,,"Republic Services of North Carolina, LLC","Republic Services of North Carolina, LLC",Upper Piedmont Landfill,,,SCS Global Services,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Person County,NORTH CAROLINA,US,,,,72567,04/08/2010,10/18/2011,View,View,
CAR782,NA,,"Republic Services of Kentucky, LLC","Republic Services of Kentucky, LLC",Upstate Regional Landfill,,,,Landfill Gas Capture/Combustion,Completed,Not ARB Eligible,Enoree,SOUTH CAROLINA,US,,,,391511,11/18/2010,05/22/2013,View,View,
CAR730,NA,,"Usal Redwood Forest Company, LLC","Usal Redwood Forest Company, LLC",Usal Redwood Forest,,,,Improved Forest Management,Completed,Not ARB Eligible,Mendocino County,CALIFORNIA,US,,,,3918782,08/03/2010,10/28/2015,View,View,www.rffi.org
CAR1139,CAFR5281,,"Usal Redwood Forest Company, LLC","Usal Redwood Forest Company, LLC",Usal Redwood Forest - IFM,Usal Redwood Forest Company LLC,None,"S&A Carbon, LLC",Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Mendocino County,CALIFORNIA,US,,,,2025517,02/27/2015,12/08/2016,View,View,www.rffi.org
CAR1439,NA,CARC1431,SENDAS AC,Valle Odiyana,Valle Odiyana,,,"Asociacion de Normalizacion y Certificacion, A.C.",Forestry - MX,Listed,Not ARB Eligible,Ayahualulco,VERACRUZ,MX,,,,,07/22/2020,,View,View,
CAR577,NA,,Biothermica Coal Carbon Inc.,Biothermica Coal Carbon Inc.,VAMOX® Demonstration Project at JWR Shaft No. 4-9,,,,Coal Mine Methane - VAM,Completed,Not ARB Eligible,BROOKWOOD,ALABAMA,US,,,,80766,01/28/2010,06/01/2010,View,View,www.biothermica.com
CAR1141,CAFR5171,,Fred M Van Eck Forest Foundation for Purdue University,Fred M Van Eck Forest Foundation for Purdue University,Van Eck Forest,Fred M Van Eck Forest Foundation for Purdue University,The Pacific Forest Trust,SCS Global Services,Improved Forest Management - ARB Compliance,Registered,Active ARB Project,Humboldt County,CALIFORNIA,US,,,Reported under CAR101 prior to transition to the ARB Compliance Offset Protocol,46080,02/27/2015,01/28/2019,View,View,
